Trial_ID,Title,Official_Title,Organization,Lead_Sponsor,Lead_Sponsor_Type,Overall_Status,Start_Date,Primary_Completion_Date,Completion_Date,Study_Type,Study_Phase,Enrollment,Masking,Allocation,Primary_Condition,All_Conditions,Condition_Count,Num_Arms,Num_Interventions,Intervention_Types,Gender,Accepts_Healthy_Volunteers,Primary_Outcome_Count,Secondary_Outcome_Count,Has_Outcome_Data,Has_Results,Primary_Outcomes,Secondary_Outcomes,Outcome_CBR,Outcome_CR,Outcome_DFS,Outcome_DMFS,Outcome_DoR,Outcome_EFS,Outcome_LRFS,Outcome_ORR,Outcome_OS,Outcome_PFS,Outcome_PR,Outcome_QOL,Outcome_RR,Outcome_TOX,Outcome_TTF,Outcome_TTP
NCT01996332,A Study of Tarceva (Erlotinib) Monotherapy in Patients With Advanced Non-Small Cell Lung Cancer (NSCLC),An Open-label Study of the Effect of Tarceva Monotherapy on Treatment Response in Patients With Advanced Non-small Cell Lung Cancer for Whom Tarceva Monotherapy is Considered the Best Option,Hoffmann-La Roche,Hoffmann-La Roche,INDUSTRY,COMPLETED,2004-04,2012-10,2012-10,INTERVENTIONAL,PHASE2,,,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,1,1,1,DRUG,,,1,2,True,Yes,Time to Disease Progression or Death by Line of Treatment (MEDIAN) months = 3.4 [2.9-4.1],Percentage of Participants Achieving Clinical Benefit by Line of Treatment (NUMBER) percentage of participants = 70.32 [65.21-75.08]; Overall Survival (OS) by Line of Treatment (MEDIAN) months = 6.4 [5.8-7.4],,,,,,,,,Overall Survival (OS) by Line of Treatment (MEDIAN) months = 6.4 [5.8-7.4],,,,,,,
NCT01998919,A Study of Tarceva (Erlotinib) in Combination With Platinum Based Chemotherapy in Patients With Non-Small Cell Lung Cancer.,"A Randomised, Placebo-controlled, Double-blind Phase II of Sequential Administration of Tarceva (Erlotinib) or Placebo in Combination With Gemcitabine/Platinum as First-line Treatment in Patients With",Hoffmann-La Roche,Hoffmann-La Roche,INDUSTRY,COMPLETED,2006-08,2011-11,2011-11,INTERVENTIONAL,PHASE2,,,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,1,2,5,DRUG,,,1,6,True,Yes,Percentage of Participants With Non-Progression at Week 8 as Assessed by Response Evaluation Criteria in Solid Tumors (RECIST) (NUMBER) percentage of participants = 76.9 [66.0-85.7],Percentage of Participants With Non-Progression at Week 16 as Assessed by RECIST (NUMBER) percentage of participants = 53.8 [42.2-65.2]; Percentage of Participants With Confirmed CR or PR as Assessed by RECIST (NUMBER) percentage of participants = 24.4 [15.3-35.4]; Duration of Response (MEDIAN) weeks = 24.1 [17-33]; Time to Progression (MEDIAN) weeks = 24.1 [18-28]; Progression-Free Survival (PFS) (MEDIAN) weeks = 23.4 [17-25]; Overall Survival (MEDIAN) weeks = 75.7 [60-105],,Percentage of Participants With Confirmed CR or PR as Assessed by RECIST (NUMBER) percentage of participants = 24.4 [15.3-35.4],,,Duration of Response (MEDIAN) weeks = 24.1 [17-33],,,,Overall Survival (MEDIAN) weeks = 75.7 [60-105],Progression-Free Survival (PFS) (MEDIAN) weeks = 23.4 [17-25],Percentage of Participants With Confirmed CR or PR as Assessed by RECIST (NUMBER) percentage of participants = 24.4 [15.3-35.4],,,,,Time to Progression (MEDIAN) weeks = 24.1 [18-28]
NCT02008227,A Study of Atezolizumab Compared With Docetaxel in Participants With Locally Advanced or Metastatic Non-Small Cell Lung Cancer Who Have Failed Platinu,"A Phase III, Open-Label, Multicenter, Randomized Study to Investigate the Efficacy and Safety of Atezolizumab (Anti-PD-L1 Antibody) Compared With Docetaxel in Patients With Non-Small Cell Lung Cancer ",Hoffmann-La Roche,Hoffmann-La Roche,INDUSTRY,COMPLETED,2014-03-11,2016-07-07,2019-01-09,INTERVENTIONAL,PHASE3,,,,Non-Squamous Non-Small Cell Lung Cancer,Non-Squamous Non-Small Cell Lung Cancer,1,2,2,DRUG,,,8,29,True,Yes,Percentage of Participants Who Died: PP-ITT (NUMBER) Percentage of Participants = 70.1; Percentage of Participants Who Died: Tumor Cells (TC)1/2/3 or Tumor-Infiltrating Immune Cells (IC)1/2/3 Subgroup of PP (NUMBER) Percentage of Participants = 67.1; Overall Survival (OS): PP-ITT (MEDIAN) Months = 9.6 [8.6-11.2]; OS: TC1/2/3 or IC1/2/3 Subgroup of PP (MEDIAN) Months = 10.3 [8.8-12.0]; OS: SP-ITT (MEDIAN) Months = 9.8 [8.8-11.3]; OS: TC1/2/3 Or IC1/2/3 Subgroup of SP (MEDIAN) Months = 10.8 [9.3-12.0]; OS: TC2/3 or IC2/3 Subgroup of SP (MEDIAN) Months = 11.4 [9.3-12.9]; OS: TC3 or IC3 Subgroup of SP (MEDIAN) Months = 9.7 [7.9-11.6],"Percentage of Participants With Disease Progression (PD) as Determined by Investigator Using Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) or Death: PP-ITT (NUMBER) Percentage of Participants = 88.2; Percentage of Participants With PD as Determined by Investigator Using RECIST v1.1 or Death: TC1/2/3 or IC1/2/3 Subgroup of PP (NUMBER) Percentage of Participants = 86.9; Progression-Free Survival (PFS) as Determined by Investigator Using RECIST v1.1: PP-ITT (MEDIAN) Months = 4.0 [3.3-4.2]; PFS as Determined by Investigator Using RECIST v1.1: TC1/2/3 or IC1/2/3 Subgroup of PP (MEDIAN) Months = 4.1 [2.9-4.3]; Percentage of Participants With Objective Response as Determined Using RECIST v1.1: PP-ITT (NUMBER) Percentage of Participants = 13.4 [10.32-17.02]; Percentage of Participants With Objective Response as Determined Using RECIST v1.1: TC1/2/3 or IC1/2/3 Subgroup of PP (NUMBER) Percentage of Participants = 16.2 [11.62-21.74]; Duration of Response (DOR) as Determined by Investigator Using RECIST v1.1: PP-ITT (MEDIAN) Months = 6.2 [4.9-7.6]; DOR as Determined by Investigator Using RECIST v1.1: TC1/2/3 or IC1/2/3 Subgroup of PP (MEDIAN) Months = 6.2 [4.9-9.2]; Percentage of Participants With Anti-Therapeutic Antibodies (ATAs) Against Atezolizumab (NUMBER) Percentage of Participants = 30.4; Maximum Observed Serum Atezolizumab Concentration (Cmax) (MEAN) Microgram per milliliter (mcg/mL) = 400; Minimum Observed Serum Atezolizumab Concentration (Cmin) (MEAN) mcg/mL = 2.59; Time to Deterioration (TTD) in Patient-Reported Lung Cancer Symptoms, Using the European Organization for Research and Treatment of Cancer (EORTC) Quality-of-Life Questionnaire (QLQ) Lung Cancer Supplemental Module 13 (LC13) (MEDIAN) Months = 8.3 [4.6-12.5]; EORTC QLQ Core 30 (C30) Questionnaire Score: Single Items (MEAN) Units on a scale = 26.58; EORTC QLQ-C30 Questionnaire Score: Functional Subscales (MEAN) Units on a scale = 83.38; EORTC QLQ-C30 Questionnaire Score: GHS Scale (MEAN) Units on a scale = 60.55; EORTC QLQ-C30 Questionnaire Score: Symptom Subscale (MEAN) Units on a scale = 8.01; EORTC QLQ-LC13 Questionnaire Score: Alopecia (MEAN) Units on a scale = 13.89; EORTC QLQ-LC13 Questionnaire Score: Coughing (MEAN) Units on a scale = 38.73; EORTC QLQ-LC13 Questionnaire Score: Dysphagia (MEAN) Units on a scale = 6.20; EORTC QLQ-LC13 Questionnaire Score: Dyspnea (MEAN) Units on a scale = 28.55; EORTC QLQ-LC13 Questionnaire Score: Hemoptysis (MEAN) Units on a scale = 4.32; EORTC QLQ-LC13 Questionnaire Score: Pain in Arm or Shoulder (MEAN) Units on a scale = 20.49; EORTC QLQ-LC13 Questionnaire Score: Pain in Chest (MEAN) Units on a scale = 17.92; EORTC QLQ-LC13 Questionnaire Score: Peripheral Neuropathy (MEAN) Units on a scale = 19.26; EORTC QLQ-LC13 Questionnaire Score: Pain in Other Parts (MEAN) Units on a scale = 27.52; EORTC QLQ-LC13 Questionnaire Score: Sore Mouth (MEAN) Units on a scale = 5.68; PFS as Determined by Investigator Using RECIST v1.1: SP-ITT (MEDIAN) Months = 3.8 [3.3-4.1]; Percentage of Participants With Objective Response as Determined Using RECIST v1.1: SP-ITT (NUMBER) Percentage of Participants = 11.8 [9.32-14.59]; DOR as Determined by Investigator Using RECIST v1.1: SP ITT (MEDIAN) Months = 6.3 [5.5-7.6]",,,,,Duration of Response (DOR) as Determined by Investigator Using RECIST v1.1: PP-ITT (MEDIAN) Months = 6.2 [4.9-7.6]; DOR as Determined by Investigator Using RECIST v1.1: TC1/2/3 or IC1/2/3 Subgroup of PP (MEDIAN) Months = 6.2 [4.9-9.2]; DOR as Determined by Investigator Using RECIST v1.1: SP ITT (MEDIAN) Months = 6.3 [5.5-7.6],,,,Overall Survival (OS): PP-ITT (MEDIAN) Months = 9.6 [8.6-11.2],Progression-Free Survival (PFS) as Determined by Investigator Using RECIST v1.1: PP-ITT (MEDIAN) Months = 4.0 [3.3-4.2]; PFS as Determined by Investigator Using RECIST v1.1: TC1/2/3 or IC1/2/3 Subgroup of PP (MEDIAN) Months = 4.1 [2.9-4.3]; PFS as Determined by Investigator Using RECIST v1.1: SP-ITT (MEDIAN) Months = 3.8 [3.3-4.1],,,,,,
NCT02013206,A Study of Tarceva (Erlotinib) in Patients With Advanced Non-Small Cell Lung Cancer Naive to Chemotherapy,An Parallel Phase II Study of Tarceva (Erlotinib) in Patients With Advanced Non-small Cell Lung Cancer (Stage IIIB/IV) Not Pre-treated by Chemotherapy Including Dose Escalation to Toxicity in Current ,Hoffmann-La Roche,Hoffmann-La Roche,INDUSTRY,COMPLETED,2006-09,2010-10,2010-10,INTERVENTIONAL,PHASE2,,,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,1,2,1,DRUG,,,1,7,True,Yes,Non-Progression Rate (NPR) at 8 Weeks (NUMBER) percentage of participants = 41.4 [23.5-61.1],Objective Response Rate (NUMBER) percentage of participants = 17 [5.9-35.8]; Disease Control Rate (NUMBER) percentage of participants = 41 [23.5-61.1]; Duration of Response (MEDIAN) months = 13.1 [4.6-13.1]; Time to Progression (MEDIAN) months = 1.9 [1.0-5.6]; Progression-Free Survival (MEDIAN) months = 1.9 [1.0-5.6]; Overall Survival (MEDIAN) months = 9.9 [5.6-14.0]; Safety: Number of Participants With Adverse Events (AE) and Serious Adverse Events (SAE) (NUMBER) participants = 26,,,,,Duration of Response (MEDIAN) months = 13.1 [4.6-13.1],,,Objective Response Rate (NUMBER) percentage of participants = 17 [5.9-35.8],Overall Survival (MEDIAN) months = 9.9 [5.6-14.0],Progression-Free Survival (MEDIAN) months = 1.9 [1.0-5.6],,,Objective Response Rate (NUMBER) percentage of participants = 17 [5.9-35.8],Safety: Number of Participants With Adverse Events (AE) and Serious Adverse Events (SAE) (NUMBER) participants = 26,,Time to Progression (MEDIAN) months = 1.9 [1.0-5.6]
NCT02031458,A Study of Atezolizumab in Participants With Programmed Death - Ligand 1 (PD-L1) Positive Locally Advanced or Metastatic Non-Small Cell Lung Cancer,"A Phase II, Multicenter, Single-Arm Study OF Atezolizumab In Patients With PD-L1-Positive Locally Advanced Or Metastatic Non-Small Cell Lung Cancer",Hoffmann-La Roche,Hoffmann-La Roche,INDUSTRY,COMPLETED,2014-01-22,2015-05-28,2019-01-11,INTERVENTIONAL,PHASE2,,,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,1,1,1,DRUG,,,1,22,True,Yes,Percentage of Participants Achieving Objective Response (ORR) Per Response Evaluation Criteria In Solid Tumors (RECIST) Version (v) 1.1 as Assessed by Independent Review Facility (IRF) (NUMBER) percentage of participants = 26.2 [16.0-38.5],Percentage of Participants Achieving Objective Response Per RECIST v1.1 as Assessed by the Investigator (INV) (NUMBER) percentage of participants = 30.8 [19.9-43.5]; Percentage of Participants Achieving Objective Response Per Modified RECIST as Assessed by the INV (NUMBER) percentage of participants = 20.0 [11.1-31.8]; ; DOR as Assessed by INV Per RECIST v1.1 (MEDIAN) months = 8.5 [5.6-8.5]; ; Progression Free Survival (PFS) as Assessed by IRF Per RECIST v1.1 (MEDIAN) months = 5.5 [2.7-8.3]; PFS as Assessed by INV Per RECIST v1.1 (MEDIAN) months = 7.1; PFS as Assessed by INV Per Modified RECIST (MEDIAN) months = 7.1; Overall Survival : Percentage of Participants Without Event (Death) (NUMBER) percentage of participants = 70.8; ; Percentage of Participants Without an Event (Death) at 6 Months (NUMBER) percentage of participants = 79.2 [69.1-89.3]; Percentage of Participants Without an Event (Death) at 12 Months (NUMBER) percentage of participants = 58.6 [40.7-76.5]; PFS: Percentage of Participants Alive and Progression Free at 6 Months (NUMBER) percentage of participants = 57.4 [44.7-70.1]; PFS: Percentage of Participants Alive and Progression Free at 12 Months (NUMBER) percentage of participants = 33.1 [14.9-51.3]; Time in Response (TIR) as Assessed by INV Per RECIST v1.1 (MEDIAN) months = 0.033; TIR as Assessed by INV Per Modified RECIST (MEDIAN) months = 0.033; TIR as Assessed by IRF Per RECIST v1.1 (MEDIAN) months = 0.033; Atezolizumab Serum Concentrations (MEAN) micrograms per milliliter (μg/mL) = 0.285; Percentage of Participants With Positive Anti-Therapeutic Antibody (Anti-Atezolizumab Antibody) Status (NUMBER) percentage of participants = 7.4; Percentage of Participants With Event (Disease Progression or Death) as Assessed by IRF Per RECIST v1.1 (NUMBER) percentage of participants = 58.5; Percentage of Participants With Event (Disease Progression or Death) as Assessed by INV Per RECIST v1.1 (NUMBER) percentage of participants = 50.8; Percentage of Participants With Event (Disease Progression or Death) as Assessed by INV Per Modified RECIST v1.1 (NUMBER) percentage of participants = 36.9,,,,,DOR as Assessed by INV Per RECIST v1.1 (MEDIAN) months = 8.5 [5.6-8.5],,,,Overall Survival : Percentage of Participants Without Event (Death) (NUMBER) percentage of participants = 70.8,Progression Free Survival (PFS) as Assessed by IRF Per RECIST v1.1 (MEDIAN) months = 5.5 [2.7-8.3]; PFS as Assessed by INV Per RECIST v1.1 (MEDIAN) months = 7.1; PFS as Assessed by INV Per Modified RECIST (MEDIAN) months = 7.1,,,,,,
NCT02039674,A Study of Pembrolizumab (MK-3475) in Combination With Chemotherapy or Immunotherapy in Participants With Non-small Cell Lung Cancer (MK-3475-021/KEYN,A Phase I/II Study of MK-3475 (SCH900475) in Combination With Chemotherapy or Immunotherapy in Patients With Locally Advanced or Metastatic Non-Small Cell Lung Carcinoma,Merck Sharp & Dohme LLC,Merck Sharp & Dohme LLC,INDUSTRY,COMPLETED,2014-02-21,2016-11-07,2021-10-18,INTERVENTIONAL,PHASE1; PHASE2,,,,Non-small Cell Lung Carcinoma,Non-small Cell Lung Carcinoma,1,14,8,BIOLOGICAL; DRUG,,,3,3,True,Yes,Part 2 Cohorts G+ and G-: Objective Response Rate (ORR) (NUMBER) Percentage of Participants = 55.0 [41.6-67.9]; Part 2 Cohorts D4 and H: Objective Response Rate (ORR) (NUMBER) Percentage of Participants = 29.5 [16.8-45.2]; All Cohorts: Number of Participants Who Experienced a Dose-limiting Toxicity (DLT) (COUNT_OF_PARTICIPANTS) Participants = 0,Part 2 Cohorts G+ and G-: Progression-Free Survival (PFS) (MEDIAN) Months = 24.5 [9.7-36.3]; Part 2 Cohorts G+ and G-: Overall Survival (OS) (MEDIAN) Months = 34.5; ,,,,,,,,Part 2 Cohorts G+ and G-: Objective Response Rate (ORR) (NUMBER) Percentage of Participants = 55.0 [41.6-67.9]; Part 2 Cohorts D4 and H: Objective Response Rate (ORR) (NUMBER) Percentage of Participants = 29.5 [16.8-45.2],Part 2 Cohorts G+ and G-: Overall Survival (OS) (MEDIAN) Months = 34.5,Part 2 Cohorts G+ and G-: Progression-Free Survival (PFS) (MEDIAN) Months = 24.5 [9.7-36.3],,,Part 2 Cohorts G+ and G-: Objective Response Rate (ORR) (NUMBER) Percentage of Participants = 55.0 [41.6-67.9]; Part 2 Cohorts D4 and H: Objective Response Rate (ORR) (NUMBER) Percentage of Participants = 29.5 [16.8-45.2],All Cohorts: Number of Participants Who Experienced a Dose-limiting Toxicity (DLT) (COUNT_OF_PARTICIPANTS) Participants = 0,,
NCT02040870,LDK378 in Adult Chinese Patients With ALK-rearranged (ALK-positive) Advanced Non-small Cell Lung Cancer (NSCLC) Previously Treated With Crizotinib,"A Phase I/II, Multicenter, Open-label, Single-arm Study of LDK378, Administered Orally in Adult Chinese Patients With ALK-rearranged (ALK-positive) Advanced Non-small Cell Lung Cancer (NSCLC) Previous",Novartis,Novartis Pharmaceuticals,INDUSTRY,COMPLETED,2014-03-07,2017-07-27,2017-07-27,INTERVENTIONAL,PHASE1; PHASE2,,,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,1,1,1,DRUG,,,5,13,True,Yes,"Primary Pharmacokinetics (PK) Parameters of of LDK378 After Daily Oral Dose: AUClast, AUC0-24h, AUCinf (GEOMETRIC_MEAN) ng*hr/mL = 10100; Primary Pharmacokinetics (PK) Parameter of of LDK378 After Daily Oral Dose: AUC0-24h (GEOMETRIC_MEAN) ng*hr/mL = 22000; Primary Pharmacokinetics (PK) Parameter of LDK378 After Daily Oral Dose: Cmax (GEOMETRIC_MEAN) ng/mL = 233; Primary Pharmacokinetics (PK) Parameter of LDK378 After Daily Oral Dose: Tmax (MEDIAN) hour = 5.94 [2.95-8.08]; Overall Summary of Adverse Events (AEs) - Per Occurence (NUMBER) occurrences = 65",Overall Response Rate (ORR) Per RECIST 1.1 Per Investigator Assessment (NUMBER) Percentage of participants = 41.7; ORR Per RECIST 1.1 Per Blind Independent Review Committee (BIRC) Assessment (NUMBER) Percentage of participants = 32.0 [23.2-42.0]; Duration of Response (DOR) Per Investigator Assessment (MEDIAN) months = 7.5 [5.7-9.4]; Disease Control Rate (DCR) Per Investigator Assessment (NUMBER) Percentage of participants = 77.7 [68.4-85.3]; Time to Response (TTR) Per Investigator Assessment (MEDIAN) Months = 1.90 [1.6-12.9]; Overall Intracranial Response Rate (OIRR) Per Investigator Assessment (NUMBER) Percentage of participants = 39.1 [19.7-61.5]; Overall Intracranial Response Rate (OIRR) Per BIRC Assessment (NUMBER) Percentage of participants = 0 [0.0-33.6]; Progression Free Survival (PFS) Per Investigator Assessment (MEDIAN) Months = 7.2 [4.1-7.5]; Overall Survival (OS) (MEDIAN) Months = 17.5 [10.8-24.3]; Duration of Response (DOR) Per BIRC Assessment (MEDIAN) months = 9.2 [7.3-14.7]; Disease Control Rate (DCR) Per BIRC Assessment (NUMBER) Percentage of participants = 67.0 [57.0-75.9]; Time to Response (TTR) Per BIRC Assessment (MEDIAN) Months = 1.80 [1.6-3.7]; Progression Free Survival (PFS) Per BIRC Assessment (MEDIAN) Months = 3.8 [3.6-5.6],,,,,Duration of Response (DOR) Per Investigator Assessment (MEDIAN) months = 7.5 [5.7-9.4]; Duration of Response (DOR) Per BIRC Assessment (MEDIAN) months = 9.2 [7.3-14.7],,,ORR Per RECIST 1.1 Per Blind Independent Review Committee (BIRC) Assessment (NUMBER) Percentage of participants = 32.0 [23.2-42.0],Overall Survival (OS) (MEDIAN) Months = 17.5 [10.8-24.3],Progression Free Survival (PFS) Per Investigator Assessment (MEDIAN) Months = 7.2 [4.1-7.5]; Progression Free Survival (PFS) Per BIRC Assessment (MEDIAN) Months = 3.8 [3.6-5.6],,,Overall Response Rate (ORR) Per RECIST 1.1 Per Investigator Assessment (NUMBER) Percentage of participants = 41.7; Overall Intracranial Response Rate (OIRR) Per Investigator Assessment (NUMBER) Percentage of participants = 39.1 [19.7-61.5]; Overall Intracranial Response Rate (OIRR) Per BIRC Assessment (NUMBER) Percentage of participants = 0 [0.0-33.6],Overall Summary of Adverse Events (AEs) - Per Occurence (NUMBER) occurrences = 65,,
NCT02041533,"An Open-Label, Randomized, Phase 3 Trial of Nivolumab Versus Investigator's Choice Chemotherapy as First-Line Therapy for Stage IV or Recurrent PD-L1+","An Open-Label, Randomized, Phase 3 Trial of Nivolumab Versus Investigator's Choice Chemotherapy as First-Line Therapy for Stage IV or Recurrent PD-L1+ Non-Small Cell Lung Cancer",Bristol-Myers Squibb,Bristol-Myers Squibb,INDUSTRY,COMPLETED,2014-03-27,2016-07-01,2022-05-27,INTERVENTIONAL,PHASE3,,,,Stage IV or Recurrent Non-Small Cell Lung Cancer,Stage IV or Recurrent Non-Small Cell Lung Cancer,1,2,6,BIOLOGICAL; DRUG,,,1,5,True,Yes,Progression-Free Survival in Participants With PD-L1 Expression >= 5% (MEDIAN) Months = 4.21 [2.96-5.55],Progression-Free Survival in All Randomized Participants (MEDIAN) Months = 4.21 [3.06-5.52]; Overall Survival in Participants With PD-L1 Expression >= 5% (MEDIAN) Months = 14.36 [11.66-17.08]; Overall Survival in All Randomized Participants (MEDIAN) Months = 13.73 [11.76-15.41]; Objective Response Rate (ORR) in Participants With PD-L1 Expression >= 5% (NUMBER) Percentage of participants = 26.1 [20.3-32.5]; Disease-related Symptom Improvement Rate by Week 12 (NUMBER) Percentage of participants = 35.4 [29.7-41.4],,,,,,,,Objective Response Rate (ORR) in Participants With PD-L1 Expression >= 5% (NUMBER) Percentage of participants = 26.1 [20.3-32.5],Overall Survival in Participants With PD-L1 Expression >= 5% (MEDIAN) Months = 14.36 [11.66-17.08]; Overall Survival in All Randomized Participants (MEDIAN) Months = 13.73 [11.76-15.41],Progression-Free Survival in Participants With PD-L1 Expression >= 5% (MEDIAN) Months = 4.21 [2.96-5.55]; Progression-Free Survival in All Randomized Participants (MEDIAN) Months = 4.21 [3.06-5.52],,,Objective Response Rate (ORR) in Participants With PD-L1 Expression >= 5% (NUMBER) Percentage of participants = 26.1 [20.3-32.5],,,
NCT02045446,Maintenance Chemotherapy Versus Consolidative Stereotactic Body Radiation Therapy (SBRT) Plus Maintenance Chemotherapy for Stage IV Non-Small Cell Lun,Maintenance Chemotherapy Versus Consolidative Stereotactic Body Radiation Therapy (SBRT) Plus Maintenance Chemotherapy for Stage IV Non-Small Cell Lung Cancer (NSCLC): A Randomized Phase II Trial,University of Texas Southwestern Medical Center,University of Texas Southwestern Medical Center,OTHER,COMPLETED,2014-02,2022-02-17,2022-05-02,INTERVENTIONAL,PHASE2,,,,Stage IV Non-Small Cell Lung Cancer,Stage IV Non-Small Cell Lung Cancer,1,2,2,DRUG; RADIATION,,,1,4,True,Yes,Progression Free Survival (MEDIAN) months = 3.5 [3.387-4.315],In-field Local Control Versus Out-of-field Disease Progression (NUMBER) Patients = 4; Toxicities (NUMBER) adverse events = 2; Overall Survival (MEDIAN) days = 189 [28-587]; Duration of Maintenance Chemotherapy (MEDIAN) cycles = 3 [1-15],,,,,,,,,Overall Survival (MEDIAN) days = 189 [28-587],Progression Free Survival (MEDIAN) months = 3.5 [3.387-4.315],,,,Toxicities (NUMBER) adverse events = 2,,
NCT02047344,"Efficacy, Safety and Pharmacokinetics Study of Antroquinonol to Treat NSCLC","A Single-Arm, Open-Label, Phase II Trial Evaluating the Efficacy, Safety and Pharmacokinetics of Antroquinonol in Patients With Stage IV (Including Pleural Effusion) Non Squamous NSCLC Who Have Failed",Golden Biotechnology Corporation,Golden Biotechnology Corporation,INDUSTRY,COMPLETED,2013-10,2018-12-07,2018-12-07,INTERVENTIONAL,PHASE2,,,,Non-small Cell Lung Cancer Stage IV,Non-small Cell Lung Cancer Stage IV,1,1,1,DRUG,,,1,3,True,Yes,Progression Free Survival Rate (COUNT_OF_PARTICIPANTS) Participants = 4,Cmax (MEAN) ng/mL = 276.87; Disease Control Rate (DCR) (NUMBER) percentage of participants = 40 [5.3-85.3]; T½: the Time Required for a Quantity to Reduce to Half Its Initial Value (MEAN) hours = 3 [0.5-4],,,,,,,,,,Progression Free Survival Rate (COUNT_OF_PARTICIPANTS) Participants = 4,,,,,,
NCT02066636,A Safety Trial of Nivolumab in Patients With Advanced or Metastatic Non-Small Cell Lung Cancer Who Have Progressed During or After Receiving At Least ,A Phase IIIb/IV Safety Trial of Nivolumab (BMS-936558) in Subjects With Advanced or Metastatic Non-Small Cell Lung Cancer Who Have Progressed During or After Receiving At Least One Prior Systemic Regi,Bristol-Myers Squibb,Bristol-Myers Squibb,INDUSTRY,COMPLETED,2014-04-09,2021-10-06,2021-10-06,INTERVENTIONAL,PHASE3,,,,Non Small Cell Lung Cancer (NSCLC),Non Small Cell Lung Cancer (NSCLC),1,2,1,DRUG,,,1,6,True,Yes,The Number of Participants With Treatment Related Select Adverse Events (Grade 3-4 and Grade 5) (COUNT_OF_PARTICIPANTS) Participants = 3,Median Time to Onset of Select Adverse Events (Grade 3-5) (MEDIAN) Weeks = 12.14 [11.0-45.4]; Median Time to Resolution of Select Adverse Events (Grade 3-5) (MEDIAN) Weeks = 3.43 [0.4-36.1]; The Number of Participants Who Received Immune Modulating Medication (or Hormonal Replacement Therapy) for Any Grade Select Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 1; The Number of Participants Who Received ≥ 40 mg Prednisone Equivalents for Any Grade Select Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 0; ; The Number of Participants With High Grade (Grade 3-4 and Grade 5) Select Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 7,,,,,,,,,,,,,,The Number of Participants With Treatment Related Select Adverse Events (Grade 3-4 and Grade 5) (COUNT_OF_PARTICIPANTS) Participants = 3; Median Time to Onset of Select Adverse Events (Grade 3-5) (MEDIAN) Weeks = 12.14 [11.0-45.4]; Median Time to Resolution of Select Adverse Events (Grade 3-5) (MEDIAN) Weeks = 3.43 [0.4-36.1]; The Number of Participants Who Received Immune Modulating Medication (or Hormonal Replacement Therapy) for Any Grade Select Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 1; The Number of Participants Who Received ≥ 40 mg Prednisone Equivalents for Any Grade Select Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 0; The Number of Participants With High Grade (Grade 3-4 and Grade 5) Select Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 7,,
NCT02073968,PET-Adjusted Intensity Modulated Radiation Therapy and Combination Chemotherapy in Treating Patients With Stage II-IV Non-small Cell Lung Cancer,PET-Adjusted IMRT for NSCLC Trial (PAINT),Albert Einstein College of Medicine,Albert Einstein College of Medicine,OTHER,COMPLETED,2013-07,2017-12,2020-11,INTERVENTIONAL,PHASE2,,,,Metastatic Malignant Neoplasm in the Brain,Metastatic Malignant Neoplasm in the Brain; Recurrent Non-Small Cell Lung Carcinoma; Stage IIA Non-Small Cell Lung Carcinoma,7,1,6,DRUG; PROCEDURE; RADIATION,,,1,6,True,Yes,Metabolic Response of All Pulmonary Lesions and Thoracic Lymph Nodes (COUNT_OF_PARTICIPANTS) Participants = 24,"Incidence of Grade >= 2 Radiation-induced Lung Toxicity, Scored Using Common Terminology Criteria for Adverse Events (CTCAE), Version (v.) 4 (COUNT_OF_PARTICIPANTS) Participants = 7; Incidence of Grade >= 3 Treatment-related Toxicity, Scored Using CTCAE, v. 4 (COUNT_OF_PARTICIPANTS) Participants = 30; Locoregional Progression-free Survival Assessed Using the Response Evaluation Criteria in Solid Tumors (RECIST) Criteria (NUMBER) percentage with LRPFS at 1 year = 50; Lung Cancer Cause-specific Survival (MEDIAN) months = 28 [28-28]; Overall Survival (NUMBER) percentage of patients alive at 1 year = 74; Progression-free Survival Assessed Using the RECIST Criteria (NUMBER) percentage of patients w/ PFS at 1 year = 26",,,,,,,,,Overall Survival (NUMBER) percentage of patients alive at 1 year = 74,Locoregional Progression-free Survival Assessed Using the Response Evaluation Criteria in Solid Tumors (RECIST) Criteria (NUMBER) percentage with LRPFS at 1 year = 50; Progression-free Survival Assessed Using the RECIST Criteria (NUMBER) percentage of patients w/ PFS at 1 year = 26,,,,"Incidence of Grade >= 2 Radiation-induced Lung Toxicity, Scored Using Common Terminology Criteria for Adverse Events (CTCAE), Version (v.) 4 (COUNT_OF_PARTICIPANTS) Participants = 7; Incidence of Grade >= 3 Treatment-related Toxicity, Scored Using CTCAE, v. 4 (COUNT_OF_PARTICIPANTS) Participants = 30",,
